Cluster,Rank,Code,Description,Micro dept,Qty,Sales
0 - 1000,301,440196,AVENA VEG OIL 2L,VEGETABLE OIL,24146,12650906
0 - 1000,302,480067,COLLAR BACON 100G,PORK BACON,77715,12615635
0 - 1000,303,700068,WHOLE MEAL 800GMS,BROWN BREAD,96834,12588420
0 - 1000,304,590105,ALWYS MXI THCK E/LONG DY&NGHT8*14,DAY PADS,62674,12529152
0 - 1000,305,413050,MINT CHOC 37GMS,CHOCO SNACK,207448,12518418
0 - 1000,306,760243,THIGHS BONE/IN PER KG,CUTS,19448,12509711
0 - 1000,307,760209,DRUMSTICKS PER KG,CUTS,14039,12462480
0 - 1000,308,760031,CHICKEN DRUMSTICKS PER KG,CUTS,14722,12434537
0 - 1000,309,410165,DREAM WHITE CHOC BISCUIT 80G,WHITE,56001,12391374
0 - 1000,310,600925,WHITE (CCNUT MILK & HONEY)200G,SOAP FAMILY,140050,12364107
0 - 1000,311,390136,YA KENYA TEA 250G,BLACK LOOSE,110924,12363237
0 - 1000,312,400192,MAZIWA LALA POUCH 500ML,PLAIN,233804,12344468
0 - 1000,313,700069,SUP-BROWN 600GMS,BROWN BREAD,122795,12279500
0 - 1000,314,680128,HIMALAYAN BASMATI RICE 5KG,BASMATI RICE,11533,12214336
0 - 1000,315,510101,TOTO AFYA 1KG,BABY,44498,12168284
0 - 1000,316,413422,EXTRA WHITE TISSUE 10PCK,VIRGIN,41085,12135762
0 - 1000,317,770790,PACKED TRUE CALLER SNACK(350GM),FRESH DEEP FRIED,158375,12122748
0 - 1000,318,400540,SIDE MOLO ESL UHT POUCH MILK 500ML,UHT MILK FULL FAT,254179,12102007
0 - 1000,319,450460,PRESTIGE MARGARINE VANILLA 500G,FLAVOURED MARGARINE,62906,12100835
0 - 1000,320,380009,QUENCHER LIFE WATER 1.5L,PURIFIED WATER,200400,12093098
0 - 1000,321,601388,SUNLIGHT POWDER LAVENDER 1KG,HAND WASH POWDER,43536,12065128
0 - 1000,322,370221,SPRITE 500ML PET,CSD,206724,12061866
0 - 1000,323,510098,CHAPATI FLOUR 2KG,ALL PURPOSE,70089,12055320
0 - 1000,324,370815,MINUTE MAID DELIGHT MANGO 400ML,PET,173147,11941180
0 - 1000,325,770038,PACKED SWEET SCONES (400GM),FRESH BUN&ROLLS,172650,11906916
0 - 1000,326,730095,BHAJIA PER KG,FRIED POTATOES,18333,11839171
0 - 1000,327,370615,ORANGE WATER 500ML YOU.C1000,ARTIFICIALLY FLAVORED,59353,11768316
0 - 1000,328,510122,KG,TABLE SALT,168428,11760623
0 - 1000,329,373167,O BL SAFARI LEMONADE 300ML,LEMONADE,272078,11727508
0 - 1000,330,470074,DAAWAT BASMATI 2KG,BASMATI RICE,17459,11712739
0 - 1000,331,700459,BROADWAYS WHITE BREAD 800G,WHITE BREAD,90633,11701620
0 - 1000,332,700575,BROADWAYS BROWN BREAD 600G,BROWN BREAD,120864,11663181
0 - 1000,333,350184,MARTEL VS COGNAC 700ML,COGNAC,2341,11583912
0 - 1000,334,490264,INDOMIE BEEF 5IN1 70G,INSTANT NOODLES SACHETS,95248,11495443
0 - 1000,335,440054,ELIANTO CORN OIL 5L,CORN OIL,5436,11484759
0 - 1000,336,683691,SIDE NATURAL PROBIOTIC YGHRT 450GM,PROBIOTIC YOGHURT,84665,11458968
0 - 1000,337,536501,HAMPTON DRAM MALT WHISKY 750ML,BRANDY,8865,11433091
0 - 1000,338,657704,HOME BAKING FLOUR 2KG-BALE,ALL PURPOSE,6813,11430564
0 - 1000,339,780104,IMPORTED ORANGES PER KG,ORANGE,32617,11395201
0 - 1000,340,780059,LONG BANANAS PER KG,BANANA,130625,11389890
0 - 1000,341,413205,COOKER VCF653131NSY 6055 3+1 BLK,3 GAS+1 ELECTRIC COOKERS,421,11366124
0 - 1000,342,610103,TOILEX WHITE TOILET ROLL 4PACK,BLENDED,83743,11327908
0 - 1000,343,440033,ELIANTO CORN OIL 3L,CORN OIL,8251,11264084
0 - 1000,344,683689,LALA SACHET 500GM,PLAIN,209818,11259023
0 - 1000,345,657755,SUGAR WHITE 2KG BALE,WHITE SUGAR,3959,11239904
0 - 1000,346,580020,COLGATE HERBAL 50ML/70G,DAILY USE TOOTHPASTE,93581,11232401
0 - 1000,347,480059,CHICKEN SMOKED SAUSAGES 500GM,CHICKEN SAUSAGES,49770,11215269
0 - 1000,348,700113,WHITE BREAD 1.5KG,WHITE BREAD,46621,11189040
0 - 1000,349,700095,NATURE GOLD W/BREAD 600G,WHITE BREAD,111800,11180000
0 - 1000,350,500607,TANGY TOMATO 30G,FOIL PACK,223119,11155966
0 - 1000,351,590059,KOTEX ULTRATHIN DUO SUPER 16/16S,DAY PADS,50137,11151629
0 - 1000,352,700050,CHOCO MUFFINS 6PC 300GMS,MUFFINS,93103,11076102
0 - 1000,353,770151,PACKED COCKTAIL BITES(5PCS),FRESH DEEP FRIED,366433,11056177
0 - 1000,354,679412,CHOCO 500G,FLAVOURED MARGARINE,42981,11029635
0 - 1000,355,390083,CADBURY DRINKING CHOC 450G JAR,CHOCOLATE INSTANT,18720,11010301
0 - 1000,356,545940,SIDE PROB. F/CUP.YOG.S/BERRY 250G,PROBIOTIC YOGHURT,139908,11005455
0 - 1000,357,775478,PACKED KDF 350G,FRESH DEEP FRIED,151619,10958668
0 - 1000,358,500193,POTATO CRISPS - TOMATO 100G,CLEAR PACK,110534,10958172
0 - 1000,359,652579,POSTMAN VEGETABLE OIL 10 LITRES,VEGETABLE OIL,5119,10909723
0 - 1000,360,400112,SIDE ASSORTED 6PACK250ML,FRUIT AND FLAVOURED YOGHURT,30560,10896101
0 - 1000,361,370001,DELMONTE MIXED BERRY 1L,TETRA,43564,10889909
0 - 1000,362,770068,TIGER ROLLS(WHITE/BROWN)(400GM),FRESH BUN&ROLLS,114612,10868441
0 - 1000,363,780061,PACKED APPLES (6PACK),APPLE,28269,10824163
0 - 1000,364,401135,NATURE PLAIN GREEK STYLE YOG 200M,PLAIN YOGHURT,72876,10813367
0 - 1000,365,679114,BLACK SOAP HERITAGE 200G,SOAP FAMILY,105960,10781853
0 - 1000,366,770090,SWEET BREAD(400GM),ARTISAN BREADS,177809,10761549
0 - 1000,367,700338,MILKY BREAD 1.5KG,WHITE BREAD,44763,10743120
0 - 1000,368,390068,NESCAFE CLASSIC SAT 1.6G/1.5G,REGULAR INSTANT COFFEE,1493455,10733324
0 - 1000,369,600116,ARIEL DET. FRESH SPRING CLEAN 1KG,HAND WASH POWDER,39347,10730850
0 - 1000,370,460364,ROASTED SALTED CASHEW NUTS,WEIGHED PRODUCTS,4451,10697494
0 - 1000,371,780119,CRISP RED APPLES PER KG,APPLE,19327,10669711
0 - 1000,372,700163,MUFFIN 8PACK 400G,MUFFINS,74200,10554305
0 - 1000,373,480211,STREAKY BACON 400G,PORK BACON,14469,10545493
0 - 1000,374,400961,SIDE DELAMERE PREMYOG VAN 250ML CUP,FRUIT AND FLAVOURED YOGHURT,143570,10535661
0 - 1000,375,340051,LAND MINI FIESTA CAR W NUTS 70ML,INDIVIDUAL CUPS / POTS,174300,10518108
0 - 1000,376,370487,COCACOLA COKE 350ML PET,CSD,245563,10489373
0 - 1000,377,546610,EXTRA FRESH BND(1KG+400G,HAND WASH POWDER,24328,10465303
0 - 1000,378,700183,BUTTER TOAST 1500G,WHITE BREAD,43592,10462080
0 - 1000,379,610118,TENA TISSUE WHITE 4PACK,VIRGIN,63225,10431511
0 - 1000,380,700097,NATURE GOLD WHITE 800G,WHITE BREAD,80190,10424700
0 - 1000,381,370037,PICK N PEEL TROPICAL MIX 1L SLIM,TETRA,46134,10390706
0 - 1000,382,510126,KG,TABLE SALT,287065,10386307
0 - 1000,383,676757,PLUS 32 INCH F/LSS ANDR.TV VP8832SF,SMART LED TV,924,10364787
0 - 1000,384,400225,SIDE ILARA VANILLA YOG 500ML CUP,FRUIT AND FLAVOURED YOGHURT,104256,10362935
0 - 1000,385,600043,SUNLIGHT POWDERDESTINY YELLOW 1KG,HAND WASH POWDER,37190,10336350
0 - 1000,386,686501,CHOICE SERVIETTES 100S,SERVIETTES,118786,10322802
0 - 1000,387,410356,SKITTLES FRUIT CHEWS 38G,CHEWS,88565,10314405
0 - 1000,388,370024,PICK N PEEL APPLE 1L SLIM,TETRA,45675,10301778
0 - 1000,389,280164,HARPIC POWERPLUS CITRUS 500ML,TOILET CLEANER,23620,10292681
0 - 1000,390,400529,MAISHA LONG LIFE 200ML TCA,UHT MILK FULL FAT,366161,10252508
0 - 1000,391,400960,SIDE DELAMERE PREMYOGLMN BISC 250ML,FRUIT AND FLAVOURED YOGHURT,138611,10180869
0 - 1000,392,320625,RF173 7CUFT 2DR D-COOL FRIDGE SLV,DOUBLE DOOR FRIDGE,417,10108731
0 - 1000,393,404125,HANAN 15 PACK TISSUE,VIRGIN,14414,10096970
0 - 1000,394,730114,CHICKEN SPRING ROLL PER PC,OTHER FRIED PRODUCTS,137245,10041026
0 - 1000,395,400003,UHT WHOLE MILK 250ML,UHT MILK FULL FAT,250597,10023880
0 - 1000,396,780057,SPINACH PER BUNCH,SPINACH,272723,10001801
0 - 1000,397,510237,SOKO HOMEBAKING FLOUR 2KG,ALL PURPOSE,65152,9960326
0 - 1000,398,556410,COUNTY BRANDY- NEW PACK 750ML,BRANDY,14422,9946316
0 - 1000,399,500380,PERFECTLY SALTED 30G,FOIL PACK,198846,9942316
0 - 1000,400,510383,SOKO MAIZE FLOUR 5KG,NON PREMIUM,24282,9918909
0 - 1000,401,700418,BROADWAYS BROWN BREAD 400G,BROWN BREAD,151692,9859980
0 - 1000,402,350122,TUSKER LITE CAN 500ML,CANNED LAGER,44016,9857673
0 - 1000,403,590072,KOTEX TAMPONS SUPER 16S,WOMAN TAMPONS,29095,9843330
0 - 1000,404,490019,SANTA LUCIA SPAGHETTI 1KG,LONG CUT PASTA,22850,9841210
0 - 1000,405,370128,FANTA ORANGE 1.25L PET,CSD,87795,9839143
0 - 1000,406,510403,QUICK CHOICE SUGAR 5KG,WHITE SUGAR,13861,9827538
0 - 1000,407,340596,VS/VANILLA 800ML,YOGHURT ICE CREAM,17594,9812250
0 - 1000,408,780046,PLANTAIN BANANA PER KG,BANANA,35572,9811934
0 - 1000,409,400323,SIDE DELAMERE VANILLA YOG 3L,FRUIT AND FLAVOURED YOGHURT,18341,9765465
0 - 1000,410,480018,SPICY BEEF SAUSAGES VALUE/P 1KG,BEEF SAUSAGES,14713,9753704
0 - 1000,411,500152,POTATO CRISPS - SALTED 100G,CLEAR PACK,98253,9740612
0 - 1000,412,537045,PEPSODENT TP HERBAL 150G,DAILY USE TOOTHPASTE,54104,9736531
0 - 1000,413,655410,INCH LED TV 65UT80006LB -THINQ,SMART QLED TV,123,9714125
0 - 1000,414,450623,BLUE BAND PEANUT BUTTER 400G,SMOOTH PEANUT BUTTER,36867,9657083
0 - 1000,415,480088,COLLAR BACON 400G,PORK BACON,15432,9591728
0 - 1000,416,400376,POUCH ASEPTIC 500ML,UHT MILK FULL FAT,176185,9538164
0 - 1000,417,413064,INCH GOOGLE TV H43K80EFK,SMART LED TV,355,9526063
0 - 1000,418,510267,UJIMIX SOUR 1KG,UJI MIX,67135,9491983
0 - 1000,419,390049,NESCAFE CLASSIC JAR 50G,REGULAR INSTANT COFFEE,26222,9452860
0 - 1000,420,730096,BROWN CHAPATI PER PC,STARCH,322434,9432634
0 - 1000,421,760007,SOUP BONES PER KG,BONES,78320,9398399
0 - 1000,422,683904,POUCH SWEET ELEGANCE 900ML,CONCENTRATE,18990,9388111
0 - 1000,423,320104,RF171 2DR FRIDGE SLV 7.5CFT,DOUBLE DOOR FRIDGE,389,9351438
0 - 1000,424,681828,INCH SMART TV VEL43FSVW F/L,SMART LED TV,347,9349364
0 - 1000,425,770262,RED VELVET CAKE PER KG,WHOLE CAKES,10651,9312722
0 - 1000,426,580002,COLGATE CDC 100ML/140G,DAILY USE TOOTHPASTE,39261,9298059
0 - 1000,427,510380,FORTIFIED MANDAZI FLOUR 2KG,SELF RAISING,56330,9288037
0 - 1000,428,350239,CAPRICE FORTIFIED SWEET RED 1L,SWEET RED WINE,10629,9287325
0 - 1000,429,586465,PEPSODENT TPHERBAL TWN 150G PASTE,DAILY USE TOOTHPASTE,28726,9286575
0 - 1000,430,500852,POTATO CRISPS - TOMATO 50G,CLEAR PACK,179532,9286164
0 - 1000,431,510407,MAIZE MEAL 2KG,NON PREMIUM,57361,9245924
0 - 1000,432,510294,NDHIWA SUGAR 2KG,WHITE SUGAR,32499,9239210
0 - 1000,433,655409,INCH LED TV 55UT80006LB -THINQ,SMART LED TV,155,9234676
0 - 1000,434,510384,MAIZE FLOUR 2KG,NON PREMIUM,69902,9199259
0 - 1000,435,500148,POTATO CRISPS - SALTED 50G,CLEAR PACK,177767,9192552
0 - 1000,436,370817,MINUTE MAID PULPY ORANGE 1L,PET,71080,9191397
0 - 1000,437,400342,SIDE WHOLE MILK 2L BTL,FULL FAT,35729,9182353
0 - 1000,438,480023,STREAKY BACON 200G,PORK BACON,23632,9178324
0 - 1000,439,610393,HANAN SERVIETTES 100S,SERVIETTES,84489,9172712
0 - 1000,440,730110,AFRICAN WHITE TEA (300ML)PER PC,TEA,112295,9161205
0 - 1000,441,683905,BOTTLE SWEET ELEGANCE 900ML,CONCENTRATE,15716,9154691
0 - 1000,442,410413,PK JUICY FRUIT 10 PCS,CHEWS,402758,9140025
0 - 1000,443,440115,ELIANTO CORN OIL 2LT,CORN OIL,9256,9131569
0 - 1000,444,470298,DAAWAT LONG GRAIN RICE 5KG,LONG GRAIN RICE,11740,9131013
0 - 1000,445,680900,DAIRIES (PER LITRE),FRESH MILK,122907,9111452
0 - 1000,446,350216,JAMESON IRISH WHISKY 1LTR,WHISKY,2996,9080092
0 - 1000,447,601524,ZENTA SOAP CREAM 800G,SOAP BAR,67051,9079303
0 - 1000,448,413399,"FRIDGE TMF VRT-138DRHX 138L,INOX",DOUBLE DOOR FRIDGE,373,9065200
0 - 1000,449,280343,KIWI SHOE POLISH BLACK 40ML/50ML,SHOE POLISH,83943,9057369
0 - 1000,450,490014,SANTA LUCIA SPAGHETI 700G,LONG CUT PASTA,31143,9016940
0 - 1000,451,770081,PACKED WHITE BUNS(400GM),FRESH BUN&ROLLS,121743,9008638
0 - 1000,452,770009,VANILLA BLOCK(500GM),BLOCKS,55228,8999620
0 - 1000,453,683850,FRESH MILK-BULK-1 LITRE,FRESH MILK,126436,8991755
0 - 1000,454,470110,GURU SPECIAL BASMATI RICE 5KG,BASMATI RICE,7933,8970254
0 - 1000,455,546609,OMO FAST ACTION 1KG+400G,HAND WASH POWDER,20846,8967374
0 - 1000,456,780490,FRUIT SALAD PER CUP,FRUIT SALAD,81434,8957740
0 - 1000,457,780376,LONG BANANAS PER KG,LONG BANANA,97609,8948824
0 - 1000,458,571231,PJ ORIGINAL ICON 250G/240ML,BODY JELLIES,30430,8919162
0 - 1000,459,406541,STANDARD 210GMS,BISCUIT CEREAL,50329,8894348
0 - 1000,460,770167,BLACK FOREST CAKE SLICE,SLICED CAKES,59131,8863783
0 - 1000,461,700110,BUTTER TOAST 400GMS,WHITE BREAD,136286,8858590
0 - 1000,462,771094,BANANA BREAD(800GM),ARTISAN BREADS,76768,8852953
0 - 1000,463,350489,CHROME VODKA 750ML,VODKA,16627,8852229
0 - 1000,464,650166,COMP SET 5*6 BRIGHT COL,QUEEN BED,233,8843443
0 - 1000,465,646886,SUNLIGHT PWDR PINK 1KG+400G,HAND WASH POWDER,22765,8831311
0 - 1000,466,770051,LARGE MANDAZI PER PC,FRESH DEEP FRIED,409787,8819508
0 - 1000,467,410759,WRG SNICKERS SINGLE BAR 50G/51G,DARK,60386,8819402
0 - 1000,468,620134,MORTEIN DOOM AIKO 600ML TWIN PACK,AEROSOLS,3927,8801895
0 - 1000,469,390059,RAHA DRINKING CHOCOLATE 200G JAR,CHOCOLATE INSTANT,47198,8795706
0 - 1000,470,400398,POUCH 500ML,FULL FAT,175842,8792100
0 - 1000,471,780060,SWEET POTATOES (RED) PER KG,POTATOES,46383,8784584
0 - 1000,472,580174,SENSODYNE REPAIR&PROTECT 75ML,MEDICAL TOOTHPASTE,14945,8753904
0 - 1000,473,350414,HUNTERS CHOICE 750ML,WHISKY,9824,8680531
0 - 1000,474,600161,SUNLIGHT BAR 900GMS,SOAP BAR,28842,8677462
0 - 1000,475,780054,ARROW ROOTS PER KG,ARROW ROOT,36148,8661709
0 - 1000,476,390071,CAD DRINKING CHOCOLATE 225G JAR,CHOCOLATE INSTANT,28858,8638647
0 - 1000,477,490122,BLUE LABEL PROMO2+1 400G,LONG CUT PASTA,20570,8618255
0 - 1000,478,989975,ML FANTA BLACKCURRANT,CSD,201561,8609477
0 - 1000,479,370011,DELMONTE MANGO JUICE BLEND 1L,TETRA,34389,8595552
0 - 1000,480,686081,SMART TV 43G2FZ-SA,SMART UHD TV,462,8568695
0 - 1000,481,410521,ORBIT BUBBLEMINT FLAVOUR 14G,CHEWS,141845,8559647
0 - 1000,482,770390,BUDGET BROWN BREAD(1.5KG),BROWN BREAD,42854,8550518
0 - 1000,483,989974,RIBENA CORDIAL 1LTR PET,CORDIALS,18521,8542011
0 - 1000,484,780420,IMPORTED TANGERINE PER KG,TANGERINE,11823,8534910
0 - 1000,485,470169,PEARL PULSES GREEN GRAM 1KG,GREEN GRAMS,39271,8512845
0 - 1000,486,350153,JAMESON WHISKY 750ML,WHISKY,3731,8499652
0 - 1000,487,470072,DAAWAT LONG GRAIN 2KG,LONG GRAIN RICE,27421,8486851
0 - 1000,488,370132,SPRITE 1.25L PET,CSD,75723,8486211
0 - 1000,489,775742,PINK VELVET CAKE PER KG,WHOLE CAKES,12802,8482232
0 - 1000,490,321690,D FRDGE DF138L MRDCD138XDM/75XDM,DOUBLE DOOR FRIDGE,328,8433497
0 - 1000,491,470109,BASMATI 1KG,BASMATI RICE,21946,8427264
0 - 1000,492,760218,BEEF MATUMBO PER KG,OVALS,21663,8424379
0 - 1000,493,760210,WINGS PER KG,CUTS,11136,8424276
0 - 1000,494,470240,CIL PISHORI AROMATIC 1KG,PISHORI RICE,26961,8407659
0 - 1000,495,600604,JAMAA CREAM SOAP 800GMS,SOAP BAR,59151,8387991
0 - 1000,496,600855,STA-SOFT LAVENDER FIELDS 2L,DILUTE,14083,8365041
0 - 1000,497,450114,BLUE BAND 4 SPREAD 500G,LOW-FAT SPREAD,52943,8356311
0 - 1000,498,510268,HOME BAKING FLOUR 1KG,ALL PURPOSE,99290,8353741
0 - 1000,499,683833,LATO-ESL-POUCH-500ML,UHT MILK FULL FAT,148891,8318210
0 - 1000,500,602778,USHINDI M/PURPOSE CREAM SOAP1KG,SOAP BAR,47868,8312787
0 - 1000,501,400060,SIDE TUZO MILK POUCH 500ML,FULL FAT,140638,8297642
0 - 1000,502,400023,PLAIN MALA 500ML TR,PLAIN,120623,8294199
0 - 1000,503,380073,QUENCHER LIFE WATER 6PACK 500ML,PURIFIED WATER,57242,8290216
0 - 1000,504,330094,NIVEA R/ON INV BLK&WHT MEN 50ML,DEO ROLL-ONS,21638,8285363
0 - 1000,505,329422,S/CKR MST/58U31E4DG/6031HI/TRL,3 GAS+1 ELECTRIC COOKERS,277,8284150
0 - 1000,506,401159,SIDE STANDARD MILK 500ML TR,FULL FAT,121810,8283080
0 - 1000,507,677363,PRESTIGE VANILLA 1KG,FLAVOURED MARGARINE,23837,8277261
0 - 1000,508,610400,TISSUE WHITE 10PACK,VIRGIN,23866,8269751
0 - 1000,509,610719,VELVEX PINK KITCHEN TOWEL LAMI TW,KITCHEN TOWELS,31254,8264824
0 - 1000,510,280162,POWERPLUS CITRUSTWIN PACK500ML,TOILET CLEANER,10642,8256723
0 - 1000,511,730033,BEEF STEW PER KG,RED MEAT STEWS,9714,8244946
0 - 1000,512,340244,LAND MINI FIESTA CLASSIC 70ML,INDIVIDUAL CUPS / POTS,136505,8237376
0 - 1000,513,679149,CHARCOAL GNTLE CLEAN 210G T/P,DAILY USE TOOTHPASTE,21616,8224768
0 - 1000,514,410464,CADBURY LUNCH BAR 44/48G RED,CHOCO SNACK,62177,8210417
0 - 1000,515,370550,ORANGE 350ML PET,CSD,191053,8168490
0 - 1000,516,400476,SIDE STANDARD MILK 2LTRS,FULL FAT,31714,8150498
0 - 1000,517,400957,SIDE DELAMERE PREMIUM VANILLA YOG 3,FRUIT AND FLAVOURED YOGHURT,12766,8147908
0 - 1000,518,600487,WHITEWASH BAR SOAP 1KG WHITE,SOAP BAR,44366,8146600
0 - 1000,519,786173,PACKED IMPORTED ORANGE 6PACK,IMPORTED FRUITS,29080,8140277
0 - 1000,520,780019,SWEET BANANA PER KG,BANANA,32473,8126232
0 - 1000,521,700002,FAMILY MADEIRA 750G,WHOLE CAKES,40098,8123301
0 - 1000,522,683690,SIDE NATURAL PROBIOTIC YGRT 250GM,PROBIOTIC YOGHURT,103157,8116856
0 - 1000,523,401433,PAMPERS PANTS JUMBO SIZE7 35S,BABY DIAPER PANTS,4961,8037359
0 - 1000,524,600569,IMPERIAL JAPANESE SPA 150G 2+1,SOAP FAMILY,32234,8014227
0 - 1000,525,780063,ZEBRA WATER MELON PER KG,MELON,96226,8011946
0 - 1000,526,987667,CAD OREO 133G/128G ORIGINAL,CREAMY,57904,8002903
0 - 1000,527,410018,SNICKERS 2PACK 80G,WAFERS,38771,8002827
0 - 1000,528,370600,PICK N PEEL ORANGE 1L SLIM,TETRA,27324,8001567
0 - 1000,529,280418,PRIDE DISHWASHING LIQUID 5L,DISHWASHING LIQUID,11024,7982379
0 - 1000,530,653692,KG WHEAT FLOUR-BALE,ALL PURPOSE,5296,7969392
0 - 1000,531,683903,POUCH SWEET ELEGANCE 300ML,CONCENTRATE,46439,7966689
0 - 1000,532,370003,DELMONTE TROPICAL J/BLEND 1L,TETRA,31766,7937602
0 - 1000,533,480172,SPICY PORK SAUSAGE V/P 1KG,PORK SAUSAGES,12432,7909323
0 - 1000,534,780051,GINGER PER KG,GINGER,17034,7905933
0 - 1000,535,350124,TUSKER MALT LAGER CAN 500ML,CANNED LAGER,34939,7901227
0 - 1000,536,610433,FAY TISSUE WHITE 10PACK UNWRAP,VIRGIN,19316,7887663
0 - 1000,537,600765,GREEN (ALOE VERA & HONEY)200G,SOAP FAMILY,89772,7883626
0 - 1000,538,985452,KGAS REFILL 13KG,GAS REFILL,2460,7878120
0 - 1000,539,350285,JOHNNIE WALKER RED LABEL 750ML,WHISKY,4362,7877794
0 - 1000,540,320877,S/D FRIDGE DF90L MRDCS92DS/50SBR,MINI FRIDGE,478,7871525
0 - 1000,541,350417,BOND 7 WHISKY 750ML,WHISKY,9427,7865851
0 - 1000,542,380084,DASANI MINERAL WATER 1L,MINERAL WATER,151960,7856192
0 - 1000,543,440259,SUPERFINE GHEE 1KG TIN,GHEE,9605,7850646
0 - 1000,544,765476,T-BONE STEAK/RIB EYE ON BONE PKG,STEAK,7586,7850439
0 - 1000,545,390061,RAHA DRINKING CHOCOLATE 400G JAR,CHOCOLATE INSTANT,23033,7828695
0 - 1000,546,556210,ULTRATHIN NIGHT DUOS 16'S,DAY PADS,37387,7824475
0 - 1000,547,410187,DAIRYMILK 35G/32G,DARK,66278,7816216
0 - 1000,548,400963,SIDE DELAMERE PREM YOG S/BERRY250ML,FRUIT AND FLAVOURED YOGHURT,106498,7815526
0 - 1000,549,230297,PAMPERS PANTS JR U/SEX JP3*48-SZ6,BABY DIAPER PANTS,5038,7800354
0 - 1000,550,610032,BELLA TOILET ROLL 10PACK,BLENDED,23451,7779778
0 - 1000,551,580396,SENSODYNE WHITE REPAIR&PROTECT 75,MEDICAL TOOTHPASTE,13809,7729665
0 - 1000,552,500382,BARBECUE 30G,FOIL PACK,153283,7664158
0 - 1000,553,351465,CANE LEMON & GINGER 750ML,CANE,10581,7662103
0 - 1000,554,700005,QUEEN CAKE 8S 200G,MUFFINS,102060,7654524
0 - 1000,555,490008,SANTA LUCIA SPAGHETTI 400G,LONG CUT PASTA,46826,7639586
0 - 1000,556,700070,WHOLE MEAL BROWN 400G,BROWN BREAD,117427,7632755
0 - 1000,557,440255,SIDE SUPERFINE GHEE 1KG,GHEE,9649,7628106
0 - 1000,558,601052,SUNLIGHT BAR SOAP 700GMS,SOAP BAR,31586,7624245
0 - 1000,559,590065,KOTEX TAMPONS REGULAR 16S,WOMAN TAMPONS,22639,7615610
0 - 1000,560,410460,CADBURY WHOLE NUT 80G,CHOCO SNACK,34442,7610087
0 - 1000,561,406281,ACTION CHARCOAL TWIN PACK,DAILY USE TOOTHPASTE,50830,7606437
0 - 1000,562,580235,COLGATE CDC CREAM 70G(MCP),DAILY USE TOOTHPASTE,59584,7596717
0 - 1000,563,470506,H CATERING CORNFLAKES 500G BAG,FLAKES,24796,7594365
0 - 1000,564,370127,PICK N PEEL MANGO 1L SLIM PACK,TETRA,33594,7573970
0 - 1000,565,572719,NIVEA NOURISHNGCOCOABODY LTN400ML,BODY LOTIONS,14043,7565241
0 - 1000,566,400035,GOLD CROWN 200ML TCA,UHT MILK FULL FAT,246297,7564677
0 - 1000,567,610030,BELLA TOILET ROLLS 4PACK,BLENDED,56862,7554840
0 - 1000,568,780042,WHITE POTATOES PER KG,POTATOES,79172,7554820
0 - 1000,569,686116,BY60 S/COOKER3+1 MST5060P33EBL,3 GAS+1 ELECTRIC COOKERS,315,7547778
0 - 1000,570,770016,PACKED MANDAZI(3PC),FRESH DEEP FRIED,145822,7542520
0 - 1000,571,989973,RIBENA CORDIAL 500ML PET,CORDIALS,29656,7541867
0 - 1000,572,510218,SUGAR 2KG,WHITE SUGAR,25234,7520228
0 - 1000,573,401005,SIDE DELAMERE W/BERRIES YOG 250ML,FRUIT AND FLAVOURED YOGHURT,101998,7509493
0 - 1000,574,600065,NDUME LAUNDRY BAR SOAP 1KG,SOAP BAR,52310,7508214
0 - 1000,575,654450,BLENDED WHISKEY 750ML,WHISKY,7573,7506797
0 - 1000,576,700056,QUEEN CAKES 8PCS 250G,MUFFINS,81074,7478394
0 - 1000,577,600367,YELLOW (LEMON & HONEY)200G,SOAP FAMILY,84732,7462952
0 - 1000,578,677651,HOME BAKING FLOUR 2KG,ALL PURPOSE,47372,7442456
0 - 1000,579,510385,FORTIFIED SELF RAISING FLOUR 2KG,SELF RAISING,44992,7422310
0 - 1000,580,340268,ECONOMY BEEF MINCE 500G,MINCED MEAT,29589,7420000
0 - 1000,581,680869,G+1E 60X60 SILVER COOKER RC/606,3 GAS+1 ELECTRIC COOKERS,218,7417266
0 - 1000,582,780389,IMPORTED ORANGES PER KG,ORANGE,18292,7409754
0 - 1000,583,400545,LONG LIFE COOKING CREAM 500ML,COOKING CREAM,23912,7400350
0 - 1000,584,300581,"INCH SMART TV,VEL32HSVF- HD",SMART LED TV,497,7396649
0 - 1000,585,600023,WHITEWASH BAR SOAP 800G WHITE,SOAP BAR,50403,7386645
0 - 1000,586,510012,SOKO MAIZE FLOUR 10KG,NON PREMIUM,9137,7372794
0 - 1000,587,450479,SIDE BUTTER SALTED 250G,SALTED BUTTER,19499,7371204
0 - 1000,588,700007,HEART DELI CAKE 750G,WHOLE CAKES,36534,7369788
0 - 1000,589,400015,SIDE VANILLA 250ML FLAV MILK,FRUIT AND FLAVOURED YOGHURT,123637,7354294
0 - 1000,590,408529,in1 CREAMY WHITE 15(12x18G),MIXED COFFEE,340882,7346542
0 - 1000,591,525770,GUNIA BAG # 26,NON-BRANDED SHOPPING BAGS,339535,7317588
0 - 1000,592,370785,ORCHID VALLEY TROPICAL DELIGHT 1L,TETRA,52320,7275362
0 - 1000,593,370012,DELMONTE PURE APPLE JUICE 1L,TETRA,29101,7270874
